,Unnamed: 0.1,Unnamed: 0,season,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,Attendance,Top Team Scorer,Goalkeeper,Notes,league_name,league_id,xG,xGA,xGD,xGD/90,Last 5
169,9.0,,2022,10.0,América (MG),38.0,15.0,8.0,15.0,40.0,40.0,0.0,53.0,1.39,2876.0,Henrique Almeida - 6,Matheus Cavichioli,→ Copa Sudamericana via league finish,Brasileirao,24,45.6,49.7,-4.1,-0.11,
170,10.0,,2022,11.0,Botafogo (RJ),38.0,15.0,8.0,15.0,41.0,43.0,-2.0,53.0,1.39,20286.0,Erison - 7,Gatito Fernández,→ Copa Sudamericana via league finish,Brasileirao,24,40.8,50.4,-9.6,-0.25,
171,11.0,,2022,12.0,Santos,38.0,12.0,11.0,15.0,44.0,41.0,3.0,47.0,1.24,9575.0,Marcos Leonardo - 13,João Paulo,→ Copa Sudamericana via league finish,Brasileirao,24,46.2,48.0,-1.8,-0.05,
172,12.0,,2022,13.0,Goiás,38.0,11.0,13.0,14.0,40.0,53.0,-13.0,46.0,1.21,9207.0,Pedro Raul - 19,Tadeu,,Brasileirao,24,34.6,61.6,-27.0,-0.71,
173,13.0,,2022,14.0,Bragantino,38.0,11.0,11.0,16.0,49.0,59.0,-10.0,44.0,1.16,4219.0,Luan Cândido - 11,Cleiton Schwengber,,Brasileirao,24,52.7,49.5,3.1,0.08,
174,14.0,,2022,15.0,Coritiba,38.0,12.0,6.0,20.0,39.0,60.0,-21.0,42.0,1.11,15495.0,Alef Manga - 9,Alex Muralha,,Brasileirao,24,42.3,53.6,-11.2,-0.3,
175,15.0,,2022,16.0,Cuiabá,38.0,10.0,11.0,17.0,31.0,42.0,-11.0,41.0,1.08,10912.0,Deyverson - 6,Walter,,Brasileirao,24,41.0,47.8,-6.8,-0.18,
176,16.0,,2022,17.0,Ceará,38.0,7.0,16.0,15.0,34.0,41.0,-7.0,37.0,0.97,27297.0,Stiven Mendoza - 10,João Ricardo Riedi,Relegated,Brasileirao,24,43.9,48.0,-4.0,-0.11,
177,17.0,,2022,18.0,Atl Goianiense,38.0,8.0,12.0,18.0,39.0,57.0,-18.0,36.0,0.95,5911.0,Wellington Rato - 8,Ronaldo,Relegated,Brasileirao,24,43.1,51.2,-8.2,-0.21,
178,18.0,,2022,19.0,Avaí,38.0,9.0,8.0,21.0,34.0,60.0,-26.0,35.0,0.92,7776.0,Guilherme Bissoli - 14,Vladimir,Relegated,Brasileirao,24,44.0,62.6,-18.6,-0.49,
179,19.0,,2022,20.0,Juventude,38.0,3.0,13.0,22.0,29.0,69.0,-40.0,22.0,0.58,3200.0,"Óscar Ruiz, Isidro Pitta - 5",César Reis,Relegated,Brasileirao,24,33.4,57.1,-23.6,-0.62,
180,0.0,,2023,1.0,Palmeiras,38.0,20.0,10.0,8.0,64.0,33.0,31.0,70.0,1.84,33220.0,Endrick - 11,Wéverton,,Brasileirao,24,57.2,39.3,17.9,0.47,
181,1.0,,2023,2.0,Grêmio,38.0,21.0,5.0,12.0,63.0,56.0,7.0,68.0,1.79,34585.0,Luis Suárez - 17,Gabriel Chapecó,,Brasileirao,24,50.0,55.3,-5.3,-0.14,
182,2.0,,2023,3.0,Atlético Mineiro,38.0,19.0,9.0,10.0,52.0,32.0,20.0,66.0,1.74,33068.0,Paulinho - 20,Éverson,,Brasileirao,24,46.6,40.8,5.8,0.15,
183,3.0,,2023,4.0,Flamengo,38.0,19.0,9.0,10.0,56.0,42.0,14.0,66.0,1.74,57486.0,Pedro - 13,Matheus Cunha,,Brasileirao,24,49.8,45.1,4.7,0.12,
184,4.0,,2023,5.0,Botafogo (RJ),38.0,18.0,10.0,10.0,58.0,37.0,21.0,64.0,1.68,27290.0,Tiquinho Soares - 17,Lucas Perri,,Brasileirao,24,50.1,48.8,1.3,0.03,
185,5.0,,2023,6.0,Bragantino,38.0,17.0,11.0,10.0,49.0,35.0,14.0,62.0,1.63,6051.0,Eduardo Sasha - 11,Cleiton Schwengber,,Brasileirao,24,57.8,42.6,15.2,0.4,
186,6.0,,2023,7.0,Fluminense,38.0,16.0,8.0,14.0,51.0,47.0,4.0,56.0,1.47,34431.0,Germán Cano - 10,Fábio,,Brasileirao,24,50.3,48.3,2.0,0.05,
187,7.0,,2023,8.0,Ath Paranaense,38.0,14.0,14.0,10.0,51.0,43.0,8.0,56.0,1.47,22378.0,Vitor Roque - 12,Bento,,Brasileirao,24,51.1,46.6,4.5,0.12,
188,8.0,,2023,9.0,Internacional,38.0,15.0,10.0,13.0,46.0,45.0,1.0,55.0,1.45,26675.0,Enner Valencia - 9,Sergio Rochet,,Brasileirao,24,42.1,47.1,-5.0,-0.13,
189,9.0,,2023,10.0,Fortaleza,38.0,15.0,9.0,14.0,45.0,44.0,1.0,54.0,1.42,33540.0,Juan Martín Lucero - 9,João Ricardo Riedi,,Brasileirao,24,51.5,43.8,7.7,0.2,
190,10.0,,2023,11.0,São Paulo,38.0,14.0,11.0,13.0,40.0,38.0,2.0,53.0,1.39,43800.0,"Luciano, Jonathan Calleri - 9",Rafael Pires,,Brasileirao,24,49.0,36.6,12.4,0.33,
191,11.0,,2023,12.0,Cuiabá,38.0,14.0,9.0,15.0,40.0,39.0,1.0,51.0,1.34,16859.0,Deyverson - 12,Walter,,Brasileirao,24,38.6,42.2,-3.6,-0.09,
192,12.0,,2023,13.0,Corinthians,38.0,12.0,14.0,12.0,47.0,48.0,-1.0,50.0,1.32,36565.0,"Ángel Romero, Yuri Alberto - 8",Cássio,,Brasileirao,24,40.4,49.4,-9.0,-0.24,
193,13.0,,2023,14.0,Cruzeiro,38.0,11.0,14.0,13.0,35.0,32.0,3.0,47.0,1.24,30527.0,Bruno Nascimento - 8,Rafael Cabral,,Brasileirao,24,47.8,41.7,6.0,0.16,
194,14.0,,2023,15.0,Vasco da Gama,38.0,12.0,9.0,17.0,41.0,51.0,-10.0,45.0,1.18,21746.0,Pablo Vegetti - 10,Léo Jardim,,Brasileirao,24,47.7,46.2,1.5,0.04,
195,15.0,,2023,16.0,Bahia,38.0,12.0,8.0,18.0,50.0,53.0,-3.0,44.0,1.16,36970.0,Everaldo Stum - 9,Marcos Felipe,,Brasileirao,24,50.6,51.2,-0.6,-0.02,
196,16.0,,2023,17.0,Santos,38.0,11.0,10.0,17.0,39.0,64.0,-25.0,43.0,1.13,8196.0,Marcos Leonardo - 13,João Paulo,Relegated,Brasileirao,24,42.4,51.1,-8.7,-0.23,
197,17.0,,2023,18.0,Goiás,38.0,9.0,11.0,18.0,36.0,53.0,-17.0,38.0,1.0,10026.0,Guilherme - 6,Tadeu,Relegated,Brasileirao,24,36.5,45.9,-9.4,-0.25,
198,18.0,,2023,19.0,Coritiba,38.0,8.0,6.0,24.0,41.0,73.0,-32.0,30.0,0.79,20770.0,Robson - 12,Gabriel,Relegated,Brasileirao,24,39.3,60.8,-21.6,-0.57,
199,19.0,,2023,20.0,América (MG),38.0,5.0,9.0,24.0,42.0,81.0,-39.0,24.0,0.63,6373.0,Gonzalo Mastriani - 11,Matheus Cavichioli,Relegated,Brasileirao,24,46.9,62.8,-15.9,-0.42,
200,0.0,,2024,1.0,Atlético Mineiro,4.0,2.0,2.0,0.0,7.0,1.0,6.0,8.0,2.0,19771.0,"Gustavo Scarpa, Paulinho - 2",Éverson,,Brasileirao,24,4.6,1.9,2.7,0.67,D D W W
201,1.0,,2024,2.0,Bragantino,3.0,2.0,1.0,0.0,5.0,3.0,2.0,7.0,2.33,4733.0,Vitinho - 2,"Cleiton Schwengber, Lucão",,Brasileirao,24,2.6,4.1,-1.6,-0.53,D W W
202,2.0,,2024,3.0,Flamengo,3.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,2.33,,Nicolás De La Cruz - 2,Agustín Rossi,,Brasileirao,24,2.7,2.7,0.0,0.02,W W D
203,3.0,,2024,4.0,Bahia,4.0,2.0,1.0,1.0,6.0,5.0,1.0,7.0,1.75,11540.0,"Everaldo Stum, Biel - 2",Marcos Felipe,,Brasileirao,24,4.9,3.7,1.2,0.3,L W D W
204,4.0,,2024,5.0,Botafogo (RJ),3.0,2.0,0.0,1.0,8.0,4.0,4.0,6.0,2.0,,"Danilo Barbosa, Tiquinho Soares - 2",Gatito Fernández,,Brasileirao,24,5.6,2.8,2.8,0.93,L W W
205,5.0,,2024,6.0,Ath Paranaense,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,2.0,14892.0,Agustín Canobbio - 2,Bento,,Brasileirao,24,3.0,3.0,0.0,-0.01,W L W
206,6.0,,2024,7.0,Grêmio,4.0,2.0,0.0,2.0,4.0,3.0,1.0,6.0,1.5,6618.0,Franco Cristaldo - 2,Agustín Marchesín,,Brasileirao,24,3.1,3.5,-0.4,-0.1,L W W L
207,7.0,,2024,8.0,Internacional,3.0,2.0,0.0,1.0,3.0,2.0,1.0,6.0,2.0,,Wesley - 2,Sergio Rochet,,Brasileirao,24,4.3,2.9,1.4,0.46,W W L
208,8.0,,2024,9.0,Criciúma,3.0,1.0,2.0,0.0,6.0,2.0,4.0,5.0,1.67,,Fellipe Mateus - 2,Alisson,,Brasileirao,24,2.4,3.5,-1.1,-0.35,D D W
209,9.0,,2024,10.0,Fortaleza,2.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,2.0,,"Juan Martín Lucero, Imanol Machuca... - 1",João Ricardo Riedi,,Brasileirao,24,1.0,1.3,-0.4,-0.18,W D
210,10.0,,2024,11.0,Fluminense,3.0,1.0,1.0,1.0,5.0,5.0,0.0,4.0,1.33,8823.0,Lima - 2,Fábio,,Brasileirao,24,3.4,4.1,-0.7,-0.23,D L W
211,11.0,,2024,12.0,Palmeiras,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.33,14978.0,Richard Ríos - 1,Wéverton,,Brasileirao,24,2.6,2.7,-0.1,-0.03,W L D
212,12.0,,2024,13.0,Cruzeiro,3.0,1.0,1.0,1.0,4.0,6.0,-2.0,4.0,1.33,20701.0,"Rafael Silva, Lucas Silva... - 1",Anderson,,Brasileirao,24,3.3,3.7,-0.5,-0.16,W D L
213,13.0,,2024,14.0,Juventude,3.0,1.0,1.0,1.0,4.0,6.0,-2.0,4.0,1.33,7478.0,Jean Carlos Vicente - 2,Gabriel,,Brasileirao,24,2.4,4.6,-2.1,-0.71,D W L
214,14.0,,2024,15.0,São Paulo,3.0,1.0,0.0,2.0,5.0,4.0,1.0,3.0,1.0,35055.0,Ferreira - 2,Rafael Pires,,Brasileirao,24,2.9,1.9,1.0,0.32,L L W
215,15.0,,2024,16.0,Vasco da Gama,4.0,1.0,0.0,3.0,4.0,9.0,-5.0,3.0,0.75,,Pablo Vegetti - 2,Léo Jardim,,Brasileirao,24,5.9,4.9,1.0,0.24,W L L L
216,16.0,,2024,17.0,Vitória,2.0,0.0,1.0,1.0,2.0,3.0,-1.0,1.0,0.5,13805.0,"Wagner, Matheusinho - 1",Lucas Arcanjo,,Brasileirao,24,3.0,2.8,0.1,0.06,L D
217,17.0,,2024,18.0,Corinthians,3.0,0.0,1.0,2.0,0.0,3.0,-3.0,1.0,0.33,,,Cássio,,Brasileirao,24,2.6,2.3,0.3,0.1,D L L
218,18.0,,2024,19.0,Atl Goianiense,3.0,0.0,0.0,3.0,1.0,6.0,-5.0,0.0,0.0,,Luiz Fernando - 1,Ronaldo,,Brasileirao,24,2.7,3.5,-0.8,-0.26,L L L
219,19.0,,2024,20.0,Cuiabá,3.0,0.0,0.0,3.0,0.0,8.0,-8.0,0.0,0.0,,,Walter,,Brasileirao,24,1.9,4.7,-2.8,-0.94,L L L
0,,,2024,1.0,Atlético Mineiro,4.0,2.0,2.0,0.0,7.0,1.0,6.0,8.0,2.0,19771.0,"Gustavo Scarpa, Paulinho - 2",Éverson,,Brasileirao,24,4.6,1.9,2.7,0.67,D D W W
1,,,2024,2.0,Bragantino,3.0,2.0,1.0,0.0,5.0,3.0,2.0,7.0,2.33,4733.0,Vitinho - 2,"Cleiton Schwengber, Lucão",,Brasileirao,24,2.6,4.1,-1.6,-0.53,D W W
2,,,2024,3.0,Flamengo,3.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,2.33,,Nicolás De La Cruz - 2,Agustín Rossi,,Brasileirao,24,2.7,2.7,0.0,0.02,W W D
3,,,2024,4.0,Bahia,4.0,2.0,1.0,1.0,6.0,5.0,1.0,7.0,1.75,11540.0,"Everaldo Stum, Biel - 2",Marcos Felipe,,Brasileirao,24,4.9,3.7,1.2,0.3,L W D W
4,,,2024,5.0,Botafogo (RJ),3.0,2.0,0.0,1.0,8.0,4.0,4.0,6.0,2.0,,"Danilo Barbosa, Tiquinho Soares - 2",Gatito Fernández,,Brasileirao,24,5.6,2.8,2.8,0.93,L W W
5,,,2024,6.0,Ath Paranaense,3.0,2.0,0.0,1.0,5.0,2.0,3.0,6.0,2.0,14892.0,Agustín Canobbio - 2,Bento,,Brasileirao,24,3.0,3.0,0.0,-0.01,W L W
6,,,2024,7.0,Grêmio,4.0,2.0,0.0,2.0,4.0,3.0,1.0,6.0,1.5,6618.0,Franco Cristaldo - 2,Agustín Marchesín,,Brasileirao,24,3.1,3.5,-0.4,-0.1,L W W L
7,,,2024,8.0,Internacional,3.0,2.0,0.0,1.0,3.0,2.0,1.0,6.0,2.0,,Wesley - 2,Sergio Rochet,,Brasileirao,24,4.3,2.9,1.4,0.46,W W L
8,,,2024,9.0,Criciúma,3.0,1.0,2.0,0.0,6.0,2.0,4.0,5.0,1.67,,Fellipe Mateus - 2,Alisson,,Brasileirao,24,2.4,3.5,-1.1,-0.35,D D W
9,,,2024,10.0,Fortaleza,2.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,2.0,,"Juan Martín Lucero, Imanol Machuca... - 1",João Ricardo Riedi,,Brasileirao,24,1.0,1.3,-0.4,-0.18,W D
10,,,2024,11.0,Fluminense,3.0,1.0,1.0,1.0,5.0,5.0,0.0,4.0,1.33,8823.0,Lima - 2,Fábio,,Brasileirao,24,3.4,4.1,-0.7,-0.23,D L W
11,,,2024,12.0,Palmeiras,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.33,14978.0,Richard Ríos - 1,Wéverton,,Brasileirao,24,2.6,2.7,-0.1,-0.03,W L D
12,,,2024,13.0,Cruzeiro,3.0,1.0,1.0,1.0,4.0,6.0,-2.0,4.0,1.33,20701.0,"Rafael Silva, Lucas Silva... - 1",Anderson,,Brasileirao,24,3.3,3.7,-0.5,-0.16,W D L
13,,,2024,14.0,Juventude,3.0,1.0,1.0,1.0,4.0,6.0,-2.0,4.0,1.33,7478.0,Jean Carlos Vicente - 2,Gabriel,,Brasileirao,24,2.4,4.6,-2.1,-0.71,D W L
14,,,2024,15.0,São Paulo,3.0,1.0,0.0,2.0,5.0,4.0,1.0,3.0,1.0,35055.0,Ferreira - 2,Rafael Pires,,Brasileirao,24,2.9,1.9,1.0,0.32,L L W
15,,,2024,16.0,Vasco da Gama,4.0,1.0,0.0,3.0,4.0,9.0,-5.0,3.0,0.75,,Pablo Vegetti - 2,Léo Jardim,,Brasileirao,24,5.9,4.9,1.0,0.24,W L L L
16,,,2024,17.0,Vitória,2.0,0.0,1.0,1.0,2.0,3.0,-1.0,1.0,0.5,13805.0,"Wagner, Matheusinho - 1",Lucas Arcanjo,,Brasileirao,24,3.0,2.8,0.1,0.06,L D
17,,,2024,18.0,Corinthians,3.0,0.0,1.0,2.0,0.0,3.0,-3.0,1.0,0.33,,,Cássio,,Brasileirao,24,2.6,2.3,0.3,0.1,D L L
18,,,2024,19.0,Atl Goianiense,3.0,0.0,0.0,3.0,1.0,6.0,-5.0,0.0,0.0,,Luiz Fernando - 1,Ronaldo,,Brasileirao,24,2.7,3.5,-0.8,-0.26,L L L
19,,,2024,20.0,Cuiabá,3.0,0.0,0.0,3.0,0.0,8.0,-8.0,0.0,0.0,,,Walter,,Brasileirao,24,1.9,4.7,-2.8,-0.94,L L L
